"Name","NumCpu","MemoryMB","UsedSpaceGB","HostName","OS"
"LORAMGK004","2","8192","96.49637427832931280136108398","mesxc03k121.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"MNETCAK001","2","4096","41.076081852428615093231201172","mesxc03k101.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LPUPPBK001","2","6144","31.076019368134438991546630859","mesxc03k101.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMYQBXK001","2","4096","65.076049746945500373840332031","mesxc03k101.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMYQMTK002","2","32768","115.32110000122338533401489258","mesxc03k108.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LCDNPIK001","8","16384","146.09685715846717357635498047","mesxc03k102.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LCDNPIK002","8","16384","46.982861368916928768157958984","mesxc03k103.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LMYQMAK001","2","32768","153.24689276423305273056030273","mesxc03k103.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPMAK004","2","4096","10.305434147827327251434326172","mesxc03k104.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMYQMAK002","2","16384","100.44417702779173851013183594","mesxc03k104.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LCDNPIK004","8","16384","38.204060900956392288208007812","mesxc03k105.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LAPPADK002","2","4096","12.164245639927685260772705078","mesxc03k105.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LPUPDBK001","2","8192","88.08004250470548868179321289","mesxc03k106.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LCDNPIK007","8","16384","36.723343786783516407012939453","mesxc03k106.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LCDNPIK005","8","16384","38.137232265435159206390380859","mesxc03k109.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LAPPMAK003","2","4096","9.856222006492316722869873047","mesxc03k109.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK004","6","12288","62.080074977129697799682617188","mesxc03k110.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LRMQASK001","2","2048","8.590591100975871086120605469","mesxc03k110.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPMAK002","2","4096","10.562270195223391056060791016","mesxc03k110.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LELAVMK002","6","12288","62.080074916593730449676513672","mesxc03k110.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMYQADK001","2","8192","43.140107036568224430084228516","mesxc03k110.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPSATK001","2","4096","55.244006535038352012634277344","mesxc03k110.management.local","Red Hat Enterprise Linux 5 (64-Bit)"
"LORAMGK005","2","8192","95.54929001070559024810791016","mesxc03k111.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LMYQMTK001","2","32768","119.75863052066415548324584961","mesxc03k111.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LCDNPIK003","8","16384","38.619316897355020046234130859","mesxc03k112.management.local","Microsoft Windows Server 2008 R2 (64-Bit)"
"LNTPASK001","1","2048","16.075154765509068965911865234","mesxc03k112.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LORAMDK001","4","16384","67.682509110309183597564697266","mesxc03k113.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LDNSASK002","2","2048","12.237133258953690528869628906","mesxc03k113.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
"LAPPBXK001","2","4096","52.07602234184741973876953125","mesxc03k113.management.local","Red Hat Enterprise Linux 6 (64-Bit)"
